name,url,id_label_in_documents
bật lửa,https://minio.aiotlab-annotation.com/documents/videos_samples/W00210.mp4?autoplay=true,283
bầu trời,https://minio.aiotlab-annotation.com/documents/videos_samples/W00212.mp4?autoplay=true,284
bẻ ngô,https://minio.aiotlab-annotation.com/documents/videos_samples/W00216B.mp4?autoplay=true,285
bé trai,https://minio.aiotlab-annotation.com/documents/videos_samples/W00220B.mp4?autoplay=true,286
bé gái,https://minio.aiotlab-annotation.com/documents/videos_samples/W00217.mp4?autoplay=true,287
béo,https://minio.aiotlab-annotation.com/documents/videos_samples/W00225.mp4?autoplay=true,288
bê tông,https://minio.aiotlab-annotation.com/documents/videos_samples/W00228.mp4?autoplay=true,289
bể bơi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00230.mp4?autoplay=true,290
bể cá,https://minio.aiotlab-annotation.com/documents/videos_samples/W00231.mp4?autoplay=true,291
bệ xí,https://minio.aiotlab-annotation.com/documents/videos_samples/W00235.mp4?autoplay=true,292
bên cạnh,https://minio.aiotlab-annotation.com/documents/videos_samples/W00236.mp4?autoplay=true,293
bên dưới,https://minio.aiotlab-annotation.com/documents/videos_samples/W00237.mp4?autoplay=true,294
bên phải,https://minio.aiotlab-annotation.com/documents/videos_samples/W00238.mp4?autoplay=true,295
bên trái,https://minio.aiotlab-annotation.com/documents/videos_samples/W00239.mp4?autoplay=true,296
bên trong,https://minio.aiotlab-annotation.com/documents/videos_samples/W00241.mp4?autoplay=true,297
bệnh nhân,https://minio.aiotlab-annotation.com/documents/videos_samples/W00248.mp4?autoplay=true,298
bến xe,https://minio.aiotlab-annotation.com/documents/videos_samples/W00245.mp4?autoplay=true,299
bìa sách,https://minio.aiotlab-annotation.com/documents/videos_samples/W00254.mp4?autoplay=true,300
bìa vở,https://minio.aiotlab-annotation.com/documents/videos_samples/W00255B.mp4?autoplay=true,301
bịa đặt,https://minio.aiotlab-annotation.com/documents/videos_samples/W00256.mp4?autoplay=true,302
hóa đơn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00258.mp4?autoplay=true,303
biển hiệu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00261.mp4?autoplay=true,304
biện pháp,https://minio.aiotlab-annotation.com/documents/videos_samples/W00263.mp4?autoplay=true,305
biểu thị,https://minio.aiotlab-annotation.com/documents/videos_samples/W00270.mp4?autoplay=true,306
bình an,https://minio.aiotlab-annotation.com/documents/videos_samples/W00274B.mp4?autoplay=true,307
bình thường,https://minio.aiotlab-annotation.com/documents/videos_samples/W00286B.mp4?autoplay=true,308
bít tất,https://minio.aiotlab-annotation.com/documents/videos_samples/W00287.mp4?autoplay=true,309
bò,https://minio.aiotlab-annotation.com/documents/videos_samples/W00288.mp4?autoplay=true,310
bỏ hoang,https://minio.aiotlab-annotation.com/documents/videos_samples/W00292.mp4?autoplay=true,311
bỏ phiếu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00293.mp4?autoplay=true,312
bỏ qua,https://minio.aiotlab-annotation.com/documents/videos_samples/W00294.mp4?autoplay=true,313
bỏ rơi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00295.mp4?autoplay=true,314
bó đũa,https://minio.aiotlab-annotation.com/documents/videos_samples/W00297.mp4?autoplay=true,315
bó hoa,https://minio.aiotlab-annotation.com/documents/videos_samples/W00298.mp4?autoplay=true,316
bóc lột,https://minio.aiotlab-annotation.com/documents/videos_samples/W00299.mp4?autoplay=true,317
bón phân,https://minio.aiotlab-annotation.com/documents/videos_samples/W00304B.mp4?autoplay=true,318
bỏng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00305.mp4?autoplay=true,319
bỏng ngô,https://minio.aiotlab-annotation.com/documents/videos_samples/W00306.mp4?autoplay=true,320
bóng bay,https://minio.aiotlab-annotation.com/documents/videos_samples/W00308.mp4?autoplay=true,321
bọt xà phòng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00314.mp4?autoplay=true,322
bốc hơi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00330.mp4?autoplay=true,323
bốc thăm,https://minio.aiotlab-annotation.com/documents/videos_samples/W00331.mp4?autoplay=true,324
bồi bàn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00332.mp4?autoplay=true,325
bồi thường,https://minio.aiotlab-annotation.com/documents/videos_samples/W00333.mp4?autoplay=true,326
bồn hoa,https://minio.aiotlab-annotation.com/documents/videos_samples/W00334.mp4?autoplay=true,327
bồn rửa bát,https://minio.aiotlab-annotation.com/documents/videos_samples/W00335.mp4?autoplay=true,328
bông hoa,https://minio.aiotlab-annotation.com/documents/videos_samples/W00336B.mp4?autoplay=true,329
bốt cảnh sát,https://minio.aiotlab-annotation.com/documents/videos_samples/W00337B.mp4?autoplay=true,330
bốt điện,https://minio.aiotlab-annotation.com/documents/videos_samples/W00338B.mp4?autoplay=true,331
bột màu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00341B.mp4?autoplay=true,332
bột ngọt,https://minio.aiotlab-annotation.com/documents/videos_samples/W00342N.mp4?autoplay=true,333
bờ biển,https://minio.aiotlab-annotation.com/documents/videos_samples/W00344.mp4?autoplay=true,334
bơi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00347.mp4?autoplay=true,335
bơm (cái bơm),https://minio.aiotlab-annotation.com/documents/videos_samples/W00349.mp4?autoplay=true,336
bơm nước,https://minio.aiotlab-annotation.com/documents/videos_samples/W00350.mp4?autoplay=true,337
bơm xe,https://minio.aiotlab-annotation.com/documents/videos_samples/W00351.mp4?autoplay=true,338
bụi phấn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00359B.mp4?autoplay=true,339
buộc dây,https://minio.aiotlab-annotation.com/documents/videos_samples/W00363.mp4?autoplay=true,340
buộc tóc,https://minio.aiotlab-annotation.com/documents/videos_samples/W00364.mp4?autoplay=true,341
buồn nôn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00372.mp4?autoplay=true,342
buông màn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00374B.mp4?autoplay=true,343
búp bê,https://minio.aiotlab-annotation.com/documents/videos_samples/W00378.mp4?autoplay=true,344
bút,https://minio.aiotlab-annotation.com/documents/videos_samples/W00380.mp4?autoplay=true,345
bút màu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00383B.mp4?autoplay=true,346
bức tường,https://minio.aiotlab-annotation.com/documents/videos_samples/W00387.mp4?autoplay=true,347
cá kho,https://minio.aiotlab-annotation.com/documents/videos_samples/W00398B.mp4?autoplay=true,348
cãi nhau,https://minio.aiotlab-annotation.com/documents/videos_samples/W00401.mp4?autoplay=true,349
cái gương,https://minio.aiotlab-annotation.com/documents/videos_samples/W00404B.mp4?autoplay=true,350
chú ý,https://minio.aiotlab-annotation.com/documents/videos_samples/W00654.mp4?autoplay=true,351
chúc thọ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00665B.mp4?autoplay=true,352
chui,https://minio.aiotlab-annotation.com/documents/videos_samples/W00669.mp4?autoplay=true,353
chùm vải,https://minio.aiotlab-annotation.com/documents/videos_samples/W00677.mp4?autoplay=true,354
chuông,https://minio.aiotlab-annotation.com/documents/videos_samples/W00683.mp4?autoplay=true,355
chuyên cần,https://minio.aiotlab-annotation.com/documents/videos_samples/W00690.mp4?autoplay=true,356
chuyên gia,https://minio.aiotlab-annotation.com/documents/videos_samples/W00691B.mp4?autoplay=true,357
chuyền bóng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00692.mp4?autoplay=true,358
chuyển giao,https://minio.aiotlab-annotation.com/documents/videos_samples/W00700.mp4?autoplay=true,359
chuyển hướng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00701.mp4?autoplay=true,360
chữ hoa,https://minio.aiotlab-annotation.com/documents/videos_samples/W00706.mp4?autoplay=true,361
chữa cháy,https://minio.aiotlab-annotation.com/documents/videos_samples/W00709.mp4?autoplay=true,362
chứng kiến,https://minio.aiotlab-annotation.com/documents/videos_samples/W00712.mp4?autoplay=true,363
chương trình,https://minio.aiotlab-annotation.com/documents/videos_samples/W00713.mp4?autoplay=true,364
chức vụ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00717.mp4?autoplay=true,365
cầu vượt,https://minio.aiotlab-annotation.com/documents/videos_samples/W00455.mp4?autoplay=true,366
chai nước,https://minio.aiotlab-annotation.com/documents/videos_samples/W00486.mp4?autoplay=true,367
chào,https://minio.aiotlab-annotation.com/documents/videos_samples/W00489.mp4?autoplay=true,368
chào mừng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00492.mp4?autoplay=true,369
cháu gái,https://minio.aiotlab-annotation.com/documents/videos_samples/W00495B.mp4?autoplay=true,370
cháu ngoại,https://minio.aiotlab-annotation.com/documents/videos_samples/W00496B.mp4?autoplay=true,371
cháu nội,https://minio.aiotlab-annotation.com/documents/videos_samples/W00497B.mp4?autoplay=true,372
cháu trai,https://minio.aiotlab-annotation.com/documents/videos_samples/W00498B.mp4?autoplay=true,373
chăm học,https://minio.aiotlab-annotation.com/documents/videos_samples/W00507.mp4?autoplay=true,374
chăm sóc sức khỏe,https://minio.aiotlab-annotation.com/documents/videos_samples/W00508B.mp4?autoplay=true,375
chặn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00512.mp4?autoplay=true,376
chặt chẽ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00514.mp4?autoplay=true,377
châm cứu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00516B.mp4?autoplay=true,378
chấm dứt,https://minio.aiotlab-annotation.com/documents/videos_samples/W00519.mp4?autoplay=true,379
chấm điểm,https://minio.aiotlab-annotation.com/documents/videos_samples/W00520.mp4?autoplay=true,380
chân dung,https://minio.aiotlab-annotation.com/documents/videos_samples/W00522.mp4?autoplay=true,381
chất thải,https://minio.aiotlab-annotation.com/documents/videos_samples/W00539.mp4?autoplay=true,382
chậu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00545.mp4?autoplay=true,383
chèn ép,https://minio.aiotlab-annotation.com/documents/videos_samples/W00552.mp4?autoplay=true,384
chép bài,https://minio.aiotlab-annotation.com/documents/videos_samples/W00555.mp4?autoplay=true,385
khó tiêu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00562.mp4?autoplay=true,386
chi tiết,https://minio.aiotlab-annotation.com/documents/videos_samples/W00563.mp4?autoplay=true,387
chỉ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00564.mp4?autoplay=true,388
chỉ dẫn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00565.mp4?autoplay=true,389
chia tay,https://minio.aiotlab-annotation.com/documents/videos_samples/W00582.mp4?autoplay=true,390
chia sẻ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00581.mp4?autoplay=true,391
chiếu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00598.mp4?autoplay=true,392
chiếu phim,https://minio.aiotlab-annotation.com/documents/videos_samples/W00599.mp4?autoplay=true,393
chỉnh sửa,https://minio.aiotlab-annotation.com/documents/videos_samples/W00615.mp4?autoplay=true,394
chọn lọc,https://minio.aiotlab-annotation.com/documents/videos_samples/W00628.mp4?autoplay=true,395
chọn lựa,https://minio.aiotlab-annotation.com/documents/videos_samples/W00629.mp4?autoplay=true,396
chống đối,https://minio.aiotlab-annotation.com/documents/videos_samples/W00633B.mp4?autoplay=true,397
chớp mắt,https://minio.aiotlab-annotation.com/documents/videos_samples/W00640.mp4?autoplay=true,398
chủ đề,https://minio.aiotlab-annotation.com/documents/videos_samples/W00642.mp4?autoplay=true,399
thích nghi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00653.mp4?autoplay=true,400
Ma Cao,https://minio.aiotlab-annotation.com/documents/videos_samples/D0006.mp4?autoplay=true,401
ai cho,https://minio.aiotlab-annotation.com/documents/videos_samples/D0032.mp4?autoplay=true,402
mù chữ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0038.mp4?autoplay=true,403
hú vía,https://minio.aiotlab-annotation.com/documents/videos_samples/D0070.mp4?autoplay=true,404
cá voi,https://minio.aiotlab-annotation.com/documents/videos_samples/D0073.mp4?autoplay=true,405
súp lơ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0079.mp4?autoplay=true,406
bún ốc,https://minio.aiotlab-annotation.com/documents/videos_samples/D0086.mp4?autoplay=true,407
xôi gà,https://minio.aiotlab-annotation.com/documents/videos_samples/D0089.mp4?autoplay=true,408
rực rỡ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0107.mp4?autoplay=true,409
xử lý,https://minio.aiotlab-annotation.com/documents/videos_samples/D0115.mp4?autoplay=true,410
một là,https://minio.aiotlab-annotation.com/documents/videos_samples/D0146.mp4?autoplay=true,411
hai là,https://minio.aiotlab-annotation.com/documents/videos_samples/D0147.mp4?autoplay=true,412
ba là,https://minio.aiotlab-annotation.com/documents/videos_samples/D0148.mp4?autoplay=true,413
bốn là,https://minio.aiotlab-annotation.com/documents/videos_samples/D0149.mp4?autoplay=true,414
năm là,https://minio.aiotlab-annotation.com/documents/videos_samples/D0150.mp4?autoplay=true,415
chị họ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0152B.mp4?autoplay=true,416
em họ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0153B.mp4?autoplay=true,417
đi dạo,https://minio.aiotlab-annotation.com/documents/videos_samples/D0157B.mp4?autoplay=true,418
sa mạc,https://minio.aiotlab-annotation.com/documents/videos_samples/D0191.mp4?autoplay=true,419
xem đã,https://minio.aiotlab-annotation.com/documents/videos_samples/D0196.mp4?autoplay=true,420
sụp đổ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0205.mp4?autoplay=true,421
tận số,https://minio.aiotlab-annotation.com/documents/videos_samples/D0221.mp4?autoplay=true,422
vỗ về,https://minio.aiotlab-annotation.com/documents/videos_samples/D0235.mp4?autoplay=true,423
đại sứ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0253.mp4?autoplay=true,424
dự án,https://minio.aiotlab-annotation.com/documents/videos_samples/D0259.mp4?autoplay=true,425
đầu tư,https://minio.aiotlab-annotation.com/documents/videos_samples/D0260.mp4?autoplay=true,426
năn nỉ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0261.mp4?autoplay=true,427
tải về,https://minio.aiotlab-annotation.com/documents/videos_samples/D0264.mp4?autoplay=true,428
kéo co,https://minio.aiotlab-annotation.com/documents/videos_samples/D0294.mp4?autoplay=true,429
lý do,https://minio.aiotlab-annotation.com/documents/videos_samples/D0296.mp4?autoplay=true,430
tự hào,https://minio.aiotlab-annotation.com/documents/videos_samples/D0333.mp4?autoplay=true,431
ăn bám,https://minio.aiotlab-annotation.com/documents/videos_samples/D0338.mp4?autoplay=true,432
trà đá,https://minio.aiotlab-annotation.com/documents/videos_samples/D0403.mp4?autoplay=true,433
Socola,https://minio.aiotlab-annotation.com/documents/videos_samples/D0406.mp4?autoplay=true,434
ăn đủ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0440.mp4?autoplay=true,435
ăn vừa,https://minio.aiotlab-annotation.com/documents/videos_samples/D0441.mp4?autoplay=true,436
ăn ít,https://minio.aiotlab-annotation.com/documents/videos_samples/D0442.mp4?autoplay=true,437
cây cọ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0473.mp4?autoplay=true,438
ăn cóc,https://minio.aiotlab-annotation.com/documents/videos_samples/D0600.mp4?autoplay=true,439
ác cảm,https://minio.aiotlab-annotation.com/documents/videos_samples/W00001.mp4?autoplay=true,440
anh em,https://minio.aiotlab-annotation.com/documents/videos_samples/W00013B.mp4?autoplay=true,441
anh họ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00014N.mp4?autoplay=true,442
anh rể,https://minio.aiotlab-annotation.com/documents/videos_samples/W00018B.mp4?autoplay=true,443
anh vợ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00020.mp4?autoplay=true,444
áo len,https://minio.aiotlab-annotation.com/documents/videos_samples/W00033.mp4?autoplay=true,445
ấm no,https://minio.aiotlab-annotation.com/documents/videos_samples/W00053.mp4?autoplay=true,446
Âu Cơ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00062.mp4?autoplay=true,447
Bà Nà,https://minio.aiotlab-annotation.com/documents/videos_samples/W00067.mp4?autoplay=true,448
bản lề,https://minio.aiotlab-annotation.com/documents/videos_samples/W00101.mp4?autoplay=true,449
bao la,https://minio.aiotlab-annotation.com/documents/videos_samples/W00146.mp4?autoplay=true,450
Bắc bộ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00181.mp4?autoplay=true,451
bắn bi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00186B.mp4?autoplay=true,452
bé hơn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00218.mp4?autoplay=true,453
bế em,https://minio.aiotlab-annotation.com/documents/videos_samples/W00232.mp4?autoplay=true,454
bệ hạ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00234B.mp4?autoplay=true,455
bí ngô,https://minio.aiotlab-annotation.com/documents/videos_samples/W00252.mp4?autoplay=true,456
bò sát,https://minio.aiotlab-annotation.com/documents/videos_samples/W00289.mp4?autoplay=true,457
bò tót,https://minio.aiotlab-annotation.com/documents/videos_samples/W00290.mp4?autoplay=true,458
bồ kết,https://minio.aiotlab-annotation.com/documents/videos_samples/W00315.mp4?autoplay=true,459
bổ ích,https://minio.aiotlab-annotation.com/documents/videos_samples/W00316.mp4?autoplay=true,460
bổ ngữ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00317.mp4?autoplay=true,461
bổ trợ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00318.mp4?autoplay=true,462
bố trí,https://minio.aiotlab-annotation.com/documents/videos_samples/W00320.mp4?autoplay=true,463
bố mẹ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00327.mp4?autoplay=true,464
bộ đội,https://minio.aiotlab-annotation.com/documents/videos_samples/W00328B.mp4?autoplay=true,465
bờ rào,https://minio.aiotlab-annotation.com/documents/videos_samples/W00345.mp4?autoplay=true,466
bớt đi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00354.mp4?autoplay=true,467
bút bi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00381.mp4?autoplay=true,468
bút dạ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00382.mp4?autoplay=true,469
bưu tá,https://minio.aiotlab-annotation.com/documents/videos_samples/W00393.mp4?autoplay=true,470
ca nô,https://minio.aiotlab-annotation.com/documents/videos_samples/W00396.mp4?autoplay=true,471
Cà Mau,https://minio.aiotlab-annotation.com/documents/videos_samples/W00397.mp4?autoplay=true,472
cái bè,https://minio.aiotlab-annotation.com/documents/videos_samples/W00402.mp4?autoplay=true,473
cao độ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00418.mp4?autoplay=true,474
cau có,https://minio.aiotlab-annotation.com/documents/videos_samples/W00425.mp4?autoplay=true,475
câu cá,https://minio.aiotlab-annotation.com/documents/videos_samples/W00438.mp4?autoplay=true,476
câu đố,https://minio.aiotlab-annotation.com/documents/videos_samples/W00440.mp4?autoplay=true,477
cầu kì,https://minio.aiotlab-annotation.com/documents/videos_samples/W00449.mp4?autoplay=true,478
cây đa,https://minio.aiotlab-annotation.com/documents/videos_samples/W00462.mp4?autoplay=true,479
cây gỗ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00464.mp4?autoplay=true,480
cây sả,https://minio.aiotlab-annotation.com/documents/videos_samples/W00471.mp4?autoplay=true,481
cây số,https://minio.aiotlab-annotation.com/documents/videos_samples/W00473.mp4?autoplay=true,482
chả cá,https://minio.aiotlab-annotation.com/documents/videos_samples/W00484B.mp4?autoplay=true,483
chiêng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00593.mp4?autoplay=true,484
cá mập,https://minio.aiotlab-annotation.com/documents/videos_samples/W00601.mp4?autoplay=true,485
chó xù,https://minio.aiotlab-annotation.com/documents/videos_samples/W00624.mp4?autoplay=true,486
chu vi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00641.mp4?autoplay=true,487
chú hề,https://minio.aiotlab-annotation.com/documents/videos_samples/W00650.mp4?autoplay=true,488
chú rể,https://minio.aiotlab-annotation.com/documents/videos_samples/W00651.mp4?autoplay=true,489
chuồng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00685.mp4?autoplay=true,490
co dãn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00721.mp4?autoplay=true,491
cỏ may,https://minio.aiotlab-annotation.com/documents/videos_samples/W00724.mp4?autoplay=true,492
có ích,https://minio.aiotlab-annotation.com/documents/videos_samples/W00726.mp4?autoplay=true,493
con bê,https://minio.aiotlab-annotation.com/documents/videos_samples/W00734B.mp4?autoplay=true,494
con bò,https://minio.aiotlab-annotation.com/documents/videos_samples/W00735B.mp4?autoplay=true,495
con cò,https://minio.aiotlab-annotation.com/documents/videos_samples/W00745.mp4?autoplay=true,496
con dê,https://minio.aiotlab-annotation.com/documents/videos_samples/W00753.mp4?autoplay=true,497
con dế,https://minio.aiotlab-annotation.com/documents/videos_samples/W00754.mp4?autoplay=true,498
con đẻ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00755.mp4?autoplay=true,499
con gà,https://minio.aiotlab-annotation.com/documents/videos_samples/W00759.mp4?autoplay=true,500
con ốc,https://minio.aiotlab-annotation.com/documents/videos_samples/W00782.mp4?autoplay=true,501
con sò,https://minio.aiotlab-annotation.com/documents/videos_samples/W00789.mp4?autoplay=true,502
con số,https://minio.aiotlab-annotation.com/documents/videos_samples/W00793.mp4?autoplay=true,503
cô dâu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00809.mp4?autoplay=true,504
cô đơn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00811.mp4?autoplay=true,505
cổ áo,https://minio.aiotlab-annotation.com/documents/videos_samples/W00815.mp4?autoplay=true,506
cổ đại,https://minio.aiotlab-annotation.com/documents/videos_samples/W00817.mp4?autoplay=true,507
cổ tay,https://minio.aiotlab-annotation.com/documents/videos_samples/W00822.mp4?autoplay=true,508
cổ vũ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00824.mp4?autoplay=true,509
Paris,https://minio.aiotlab-annotation.com/documents/videos_samples/W00852.mp4?autoplay=true,510
cốp xe,https://minio.aiotlab-annotation.com/documents/videos_samples/W00859.mp4?autoplay=true,511
cơ bắp,https://minio.aiotlab-annotation.com/documents/videos_samples/W00867.mp4?autoplay=true,512
cơ sở,https://minio.aiotlab-annotation.com/documents/videos_samples/W00871.mp4?autoplay=true,513
cơ thể,https://minio.aiotlab-annotation.com/documents/videos_samples/W00872.mp4?autoplay=true,514
cờ vua,https://minio.aiotlab-annotation.com/documents/videos_samples/W00882.mp4?autoplay=true,515
cởi mở,https://minio.aiotlab-annotation.com/documents/videos_samples/W00883.mp4?autoplay=true,516
củ đậu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00889.mp4?autoplay=true,517
củ từ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00892.mp4?autoplay=true,518
cụ thể,https://minio.aiotlab-annotation.com/documents/videos_samples/W00893.mp4?autoplay=true,519
cúc áo,https://minio.aiotlab-annotation.com/documents/videos_samples/W00894.mp4?autoplay=true,520
củ sả,https://minio.aiotlab-annotation.com/documents/videos_samples/W00909.mp4?autoplay=true,521
cụ đồ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00911.mp4?autoplay=true,522
cụ già,https://minio.aiotlab-annotation.com/documents/videos_samples/W00912.mp4?autoplay=true,523
cụm từ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00918.mp4?autoplay=true,524
cứu hộ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00948.mp4?autoplay=true,525
dãy số,https://minio.aiotlab-annotation.com/documents/videos_samples/W00977.mp4?autoplay=true,526
dặn dò,https://minio.aiotlab-annotation.com/documents/videos_samples/W00980.mp4?autoplay=true,527
dân ca,https://minio.aiotlab-annotation.com/documents/videos_samples/W00982.mp4?autoplay=true,528
dân số,https://minio.aiotlab-annotation.com/documents/videos_samples/W00987.mp4?autoplay=true,529
dầu mỏ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00997.mp4?autoplay=true,530
dê con,https://minio.aiotlab-annotation.com/documents/videos_samples/W01024.mp4?autoplay=true,531
dê mẹ,https://minio.aiotlab-annotation.com/documents/videos_samples/W01025.mp4?autoplay=true,532
du học,https://minio.aiotlab-annotation.com/documents/videos_samples/W01062.mp4?autoplay=true,533
đại số,https://minio.aiotlab-annotation.com/documents/videos_samples/W01085.mp4?autoplay=true,534
đại tá,https://minio.aiotlab-annotation.com/documents/videos_samples/W01086.mp4?autoplay=true,535
đại úy,https://minio.aiotlab-annotation.com/documents/videos_samples/W01089.mp4?autoplay=true,536
đám ma,https://minio.aiotlab-annotation.com/documents/videos_samples/W01093.mp4?autoplay=true,537
đắt đỏ,https://minio.aiotlab-annotation.com/documents/videos_samples/W01131.mp4?autoplay=true,538
đầy đủ,https://minio.aiotlab-annotation.com/documents/videos_samples/W01150.mp4?autoplay=true,539
đầy tớ,https://minio.aiotlab-annotation.com/documents/videos_samples/W01151.mp4?autoplay=true,540
đèn đỏ,https://minio.aiotlab-annotation.com/documents/videos_samples/W01156.mp4?autoplay=true,541
đề tài,https://minio.aiotlab-annotation.com/documents/videos_samples/W01179.mp4?autoplay=true,542
địa lí,https://minio.aiotlab-annotation.com/documents/videos_samples/W01199.mp4?autoplay=true,543
đô thị,https://minio.aiotlab-annotation.com/documents/videos_samples/W01248.mp4?autoplay=true,544
đối xử,https://minio.aiotlab-annotation.com/documents/videos_samples/W01280.mp4?autoplay=true,545
em dâu,https://minio.aiotlab-annotation.com/documents/videos_samples/W01349.mp4?autoplay=true,546
em gái,https://minio.aiotlab-annotation.com/documents/videos_samples/W01350.mp4?autoplay=true,547
em rể,https://minio.aiotlab-annotation.com/documents/videos_samples/W01351B.mp4?autoplay=true,548
em út,https://minio.aiotlab-annotation.com/documents/videos_samples/W01353.mp4?autoplay=true,549
email,https://minio.aiotlab-annotation.com/documents/videos_samples/W01354.mp4?autoplay=true,550
ga tàu,https://minio.aiotlab-annotation.com/documents/videos_samples/W01364B.mp4?autoplay=true,551
gà mái,https://minio.aiotlab-annotation.com/documents/videos_samples/W01365N.mp4?autoplay=true,552
gà tây,https://minio.aiotlab-annotation.com/documents/videos_samples/W01367.mp4?autoplay=true,553
gan lì,https://minio.aiotlab-annotation.com/documents/videos_samples/W01379.mp4?autoplay=true,554
gặm cỏ,https://minio.aiotlab-annotation.com/documents/videos_samples/W01390.mp4?autoplay=true,555
gắn bó,https://minio.aiotlab-annotation.com/documents/videos_samples/W01392.mp4?autoplay=true,556
gật gù,https://minio.aiotlab-annotation.com/documents/videos_samples/W01401.mp4?autoplay=true,557
giả sử,https://minio.aiotlab-annotation.com/documents/videos_samples/W01419.mp4?autoplay=true,558
giường,https://minio.aiotlab-annotation.com/documents/videos_samples/W01498.mp4?autoplay=true,559
góc tù,https://minio.aiotlab-annotation.com/documents/videos_samples/W01506.mp4?autoplay=true,560
góp ý,https://minio.aiotlab-annotation.com/documents/videos_samples/W01513.mp4?autoplay=true,561
gốm sứ,https://minio.aiotlab-annotation.com/documents/videos_samples/W01517.mp4?autoplay=true,562
gợi ý,https://minio.aiotlab-annotation.com/documents/videos_samples/W01518.mp4?autoplay=true,563
gương,https://minio.aiotlab-annotation.com/documents/videos_samples/W01523.mp4?autoplay=true,564
hát ru,https://minio.aiotlab-annotation.com/documents/videos_samples/W01560.mp4?autoplay=true,565
họa sỹ,https://minio.aiotlab-annotation.com/documents/videos_samples/W01638.mp4?autoplay=true,566
hòn đá,https://minio.aiotlab-annotation.com/documents/videos_samples/W01661.mp4?autoplay=true,567
hồ dán,https://minio.aiotlab-annotation.com/documents/videos_samples/W01682.mp4?autoplay=true,568
